dim_farm_id,dim_source,dim_load_date,farm_name,farmtype,totalareainha,firstyearofcertification,on_sitehousing,createdon,updatedon,is_certification_scope
281D8B2B1575E42FEFEA0B70AD346BC1,RACP,09/09/22 12:23:00,Farm 402981,Large,,0,,06/28/22 16:39:00,06/28/22 17:41:00,TRUE
2833A13ABDBD95AD44A844E5D25E7DBA,RACP,09/09/22 12:23:00,Farm 226934,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
284EC86D76DB6D17ACB9DC4F51DC84B8,RACP,09/09/22 12:23:00,Farm 948506,Smallholder,2,0,,08/23/22 06:29:00,09/02/22 09:27:00,TRUE
286F9BD3A02BBEE3CEEA1E7F17178C4D,RACP,09/09/22 12:23:00,Farm 866407,Smallholder,13,2021,No,04/21/22 08:01:00,04/16/22 13:17:00,FALSE
2873ABF1308C86D465711B36486EA55F,RACP,09/09/22 12:23:00,Farm 991436,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
287CBCF31453E9FB230F52EDD99F5BCE,RACP,09/09/22 12:23:00,Farm 095073,Large,,0,,07/11/22 11:57:00,07/11/22 12:15:00,TRUE
288551463A2ADC450CA40258F9757268,RACP,09/09/22 12:23:00,Farm 947292,Large,450,2019,,08/01/22 05:34:00,11/25/21 11:02:00,TRUE
288791A6920D0286C773D6E7E3A54181,RACP,09/09/22 12:23:00,Farm 559947,Smallholder,8,0,No,04/21/22 08:01:00,03/02/22 21:30:00,FALSE
28983E1F4C747DAB8938531F333ED444,RACP,09/09/22 12:23:00,Farm 869125,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2898D8DB6D27677A7ACF558BD7E99F96,RACP,09/09/22 12:23:00,Farm 922005,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
28B58420E58D5B78DA96D484466B5D3E,RACP,09/09/22 12:23:00,Farm 290666,Large,172,0,No,04/21/22 08:01:00,06/21/22 21:30:00,TRUE
28C460CDC8A6ACB993777C2DEAF6034D,RACP,09/09/22 12:23:00,Farm 616597,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
28CF5D710A581DF572914D682BB924DA,RACP,09/09/22 12:23:00,Farm 267305,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
28E45EFC0BFD42D933BFB6279363DF75,RACP,09/09/22 12:23:00,Farm 961477,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
28E4CE9CBCA8A07F8557B0F011EDEBC3,RACP,09/09/22 12:23:00,Farm 524868,Large,1092,0,,06/14/22 17:24:00,06/28/22 12:41:00,TRUE
28E9DB8CC86D959E098C157D6FC5D654,RACP,09/09/22 12:23:00,Farm 943305,Smallholder,3,0,No,04/21/22 08:02:00,12/10/21 13:03:00,TRUE
290377ACE1CFADB5E4053EA6EFE5CE0C,RACP,09/09/22 12:23:00,Farm 089810,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
2906C10DF9C5237F29290CA83D332312,RACP,09/09/22 12:23:00,Farm 841178,Smallholder,100,2021,No,04/21/22 08:01:00,04/19/22 13:25:00,FALSE
29075E334E0033E8EA42B679BFD5E6E7,RACP,09/09/22 12:23:00,Farm 420541,Large,33,2021,No,04/21/22 08:01:00,03/24/22 19:25:00,TRUE
29080FE140C544A878ECE33A518B63FF,RACP,09/09/22 12:23:00,Farm 151967,Smallholder,3,0,,05/25/22 15:21:00,08/10/22 07:48:00,TRUE
2915F9F1536D22C806E873D8E424D2F0,RACP,09/09/22 12:23:00,Farm 096931,Large,495,0,Yes,04/21/22 08:02:00,09/03/21 06:17:00,TRUE
29261C067BF052770AF7760BB2626F4C,RACP,09/09/22 12:23:00,Farm 591150,Smallholder,50,2021,No,04/21/22 08:01:00,04/16/22 13:02:00,FALSE
29298316F5D64237B14371A7E0A83FA0,RACP,09/09/22 12:23:00,Farm 896892,Smallholder,75,2021,No,04/21/22 08:01:00,04/08/22 04:36:00,FALSE
292D100905591C98D9C66CAE9E2AFDD8,RACP,09/09/22 12:23:00,Farm 697338,Large,1084,2018,Yes,04/21/22 08:02:00,05/03/22 11:12:00,TRUE
29313E8CAE5E09F081A4EFAE9CB1EF8D,RACP,09/09/22 12:23:00,Farm 262074,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
293C12AA8F2D0C583FD1CA2857E06A4D,RACP,09/09/22 12:23:00,Farm 891202,Large,155,0,,07/25/22 15:27:00,06/21/22 21:30:00,TRUE
29647C345835DBE79A61B6F9511BA333,RACP,09/09/22 12:23:00,Farm 098480,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
296C166816D1889E77F62ACD082F7279,RACP,09/09/22 12:23:00,Farm 971475,Smallholder,100,2021,No,04/21/22 08:01:00,04/16/22 03:15:00,FALSE
2971C442538124152CD19864FF35638A,RACP,09/09/22 12:23:00,Farm 235477,Large,75,0,,05/11/22 18:29:00,01/01/00 00:00:00,TRUE
297443217C3757C5738498F75037861F,RACP,09/09/22 12:23:00,Farm 112571,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
297B1094E83D2CF6B552F9D6F3B120DF,RACP,09/09/22 12:23:00,Farm 430561,Smallholder,10,2019,,07/26/22 00:46:00,08/12/22 02:22:00,TRUE
298E54D49D524A743CC4365439010FBB,RACP,09/09/22 12:23:00,Farm 095063,Large,216,0,,04/21/22 13:35:00,08/31/22 21:58:00,TRUE
29919FAE0BC64347EF3BD4BB4F6A5FA0,RACP,09/09/22 12:23:00,Farm 582275,Large,391,2008,Yes,04/21/22 08:02:00,05/26/22 08:07:00,TRUE
299301F9EA5D3E54CCB324A904315E07,RACP,09/09/22 12:23:00,Farm 377913,Large,2069,0,,05/23/22 14:54:00,07/08/22 10:23:00,TRUE
299FD75020FA756222FEAE6A640B4F51,RACP,09/09/22 12:23:00,Farm 290329,Large,228,0,No,04/21/22 08:02:00,07/08/22 06:59:00,TRUE
29AA13428E0F3FB3AA338E1ADCD38953,RACP,09/09/22 12:23:00,Farm 528830,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
29B914B19CE8DF26C88AAE7681066262,RACP,09/09/22 12:23:00,Farm 257830,Smallholder,19,2021,No,04/21/22 08:01:00,04/06/22 04:48:00,FALSE
29BB4BA1DBE57CEA2CCE2988EBF7F850,RACP,09/09/22 12:23:00,Farm 826772,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
29C4244788EFABCB291AD4BADADCC361,RACP,09/09/22 12:23:00,Farm 209594,Smallholder,50,2021,No,04/21/22 08:01:00,04/11/22 14:46:00,FALSE
29C68F77361D425576C1B4D56FC4FED6,RACP,09/09/22 12:23:00,Farm 489755,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
29D491CFB3C117431BC083F2B950EAB9,RACP,09/09/22 12:23:00,Farm 888936,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
2A0CCF7F6B708F49CC5712A9D72DD029,RACP,09/09/22 12:23:00,Farm 705743,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2A10775FD07581C8365568A3E5C3BCC5,RACP,09/09/22 12:23:00,Farm 371172,Smallholder,7,2020,No,04/21/22 08:02:00,09/24/21 05:02:00,TRUE
2A332C110E21ECFDDE2CD17FB0551352,RACP,09/09/22 12:23:00,Farm 418706,Large,423,2008,Yes,04/21/22 08:02:00,05/26/22 08:07:00,TRUE
2A3F927B961C965F01067BCE07372DB4,RACP,09/09/22 12:23:00,Farm 193525,Large,16,0,,07/25/22 18:45:00,05/23/22 23:08:00,TRUE
2A4639979457A98DF643A710DBF0018E,RACP,09/09/22 12:23:00,Farm 977375,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2A48A7E2E6EA1F7005EF1BD093C2A991,RACP,09/09/22 12:23:00,Farm 420917,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2A4C8786CA86BA2CD6F9BE23A4DADD2D,RACP,09/09/22 12:23:00,Farm 630678,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
2A510F3A75B68279C7DA4B0DB78A46A1,RACP,09/09/22 12:23:00,Farm 834112,Large,79,0,,09/06/22 12:48:00,09/03/22 09:00:00,TRUE
2A565D5AB439D827422E67CA6D66F9B8,RACP,09/09/22 12:23:00,Farm 944162,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
2A6351EB40C24A7CCABB6914FE12290B,RACP,09/09/22 12:23:00,Farm 411583,Smallholder,12,0,No,04/21/22 08:01:00,01/11/22 16:54:00,FALSE
2A69FCEDDDDC85DE2E2091FB88BE10C7,RACP,09/09/22 12:23:00,Farm 912353,Smallholder,38,2021,No,04/21/22 08:01:00,04/08/22 03:08:00,FALSE
2A6BF2191B6775DE3D42E4BA7195658A,RACP,09/09/22 12:23:00,Farm 369003,Smallholder,44,2021,No,04/21/22 08:01:00,04/08/22 03:06:00,FALSE
2A7A9DDB3C41951DA66BB8BD6E5B3468,RACP,09/09/22 12:23:00,Farm 238239,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
2A7EE27C5EDA27AA9F565E486E35F5AE,RACP,09/09/22 12:23:00,Farm 169795,Smallholder,88,2021,No,04/21/22 08:01:00,04/19/22 05:23:00,FALSE
2A820F7C8F4360DC546FEFD1E9CB2777,RACP,09/09/22 12:23:00,Farm 521176,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2A9069BB5CC8C7BAFF0A284A40E6F958,RACP,09/09/22 12:23:00,Farm 246840,Large,126,2011,Yes,04/21/22 08:02:00,01/04/22 17:57:00,TRUE
2A97624F8FE01DBEBCE4206DD2ECFEF4,RACP,09/09/22 12:23:00,Farm 657304,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2A9F8EAB2AF530CD9A59D5ECDB3F3576,RACP,09/09/22 12:23:00,Farm 535793,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
2AAD434D6EB4E6A6E9232BBD4406538C,RACP,09/09/22 12:23:00,Farm 759758,Large,111,0,,05/11/22 17:36:00,01/01/00 00:00:00,TRUE
2AB99F458FB983C9730B5EC339EE612D,RACP,09/09/22 12:23:00,Farm 477844,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2ADD19092A5F087A4264F35D74BD9FAA,RACP,09/09/22 12:23:00,Farm 385724,Smallholder,2,0,No,04/21/22 08:02:00,12/10/21 13:17:00,TRUE
2ADE5A5001D782FFB2B3A4D0B0D0E96A,RACP,09/09/22 12:23:00,Farm 831847,Smallholder,100,2021,No,04/21/22 08:01:00,04/20/22 05:23:00,FALSE
2AE1EFE95FC1C6CAED2EE3864A5FCA64,RACP,09/09/22 12:23:00,Farm 847545,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2AF01C8628363078265A91AB609D8370,RACP,09/09/22 12:23:00,Farm 914769,Large,31,2015,No,04/21/22 08:02:00,08/10/22 08:04:00,TRUE
2AF15675D24C3F8112358035809F0628,RACP,09/09/22 12:23:00,Farm 277830,Smallholder,50,2021,No,04/21/22 08:01:00,04/08/22 02:33:00,FALSE
2AF945163DF9EDD715C87A69863AA21D,RACP,09/09/22 12:23:00,Farm 362507,Large,347,0,,06/10/22 13:22:00,08/15/22 18:35:00,TRUE
2AF960224E14D83AA283ACCE01C529EC,RACP,09/09/22 12:23:00,Farm 558587,Large,2739,0,,06/21/22 18:43:00,06/22/22 18:49:00,TRUE
2AFCDB0E7B8E5499893D71F44929E064,RACP,09/09/22 12:23:00,Farm 306287,Smallholder,100,2021,No,04/21/22 08:01:00,04/14/22 03:26:00,FALSE
2AFD9AECB513448B653E626DF4AF55F1,RACP,09/09/22 12:23:00,Farm 526064,Smallholder,4,0,No,04/21/22 08:02:00,12/01/21 23:59:00,FALSE
2B034E5A4D224CA7284363EF067C07B1,RACP,09/09/22 12:23:00,Farm 167324,Large,30,0,,06/02/22 14:03:00,06/29/22 20:22:00,TRUE
2B0BCD28D29ED1F43C8F5B47AFB11B95,RACP,09/09/22 12:23:00,Farm 612903,Large,,0,,06/28/22 16:39:00,06/28/22 17:41:00,TRUE
2B0F19AEB121E9EEA6A2CAFEADF31162,RACP,09/09/22 12:23:00,Farm 873734,Smallholder,14,0,,05/26/22 14:21:00,07/18/22 19:35:00,TRUE
2B107468B481C30C1E844771D9692FDB,RACP,09/09/22 12:23:00,Farm 786927,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2B1962998C5C221CC8D02663578C519F,RACP,09/09/22 12:23:00,Farm 065780,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2B1E68A500BBDB27C6FE462BF1D8206A,RACP,09/09/22 12:23:00,Farm 673247,Smallholder,1,0,,08/23/22 07:13:00,09/02/22 09:27:00,TRUE
2B34BD122CBAEF68C8FB0875EC418399,RACP,09/09/22 12:23:00,Farm 218888,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2B419EA7875C108DBF7969347EAF0E00,RACP,09/09/22 12:23:00,Farm 341446,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2B526DE87155C1DF6341890F9E3E0019,RACP,09/09/22 12:23:00,Farm 679449,Large,100,2021,No,04/21/22 08:01:00,04/16/22 11:11:00,FALSE
2B54B4D0C345D05F8EF541279734E9A1,RACP,09/09/22 12:23:00,Farm 769055,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
2B5B64110146B2228FC4E936F51C7117,RACP,09/09/22 12:23:00,Farm 837288,Smallholder,10,20218,No,04/21/22 08:02:00,09/24/21 04:36:00,TRUE
2B624A07C73264AA5BD9832BE558F7CA,RACP,09/09/22 12:23:00,Farm 650340,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
2B6374A74277CA6AFD5158475278EDA3,RACP,09/09/22 12:23:00,Farm 691716,Smallholder,16,0,No,04/21/22 08:02:00,12/10/21 12:23:00,TRUE
2B6DDD0A68F4AE4C151DA821677C9B02,RACP,09/09/22 12:23:00,Farm 124503,Smallholder,19,2021,No,04/21/22 08:01:00,04/18/22 13:16:00,FALSE
2B8F335D4BD486752628C72E5098E292,RACP,09/09/22 12:23:00,Farm 478542,Large,56,0,,09/06/22 12:46:00,09/03/22 09:00:00,TRUE
2B96720405728FDA7BB795E1BF996994,RACP,09/09/22 12:23:00,Farm 531005,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2B9F32466DABD7D5291076D0E88CA430,RACP,09/09/22 12:23:00,Farm 719628,Smallholder,4,0,No,04/21/22 08:01:00,01/11/22 22:57:00,FALSE
2BA3EF79E8B04B40D08C75CE830ECD63,RACP,09/09/22 12:23:00,Farm 138492,Large,52,0,,08/12/22 13:59:00,05/31/22 18:16:00,TRUE
2BA7A5C7489CF7000AA2F928072B636C,RACP,09/09/22 12:23:00,Farm 686985,Smallholder,9,0,Yes,04/21/22 08:01:00,01/11/22 22:14:00,FALSE
2BA8361375FC39A66F859EC7C097915D,RACP,09/09/22 12:23:00,Farm 013444,Smallholder,50,2021,No,04/21/22 08:01:00,04/07/22 04:26:00,FALSE
2BB91A2D7D8B35C62A00DE8BEC2DBB72,RACP,09/09/22 12:23:00,Farm 586532,Smallholder,25,2021,No,04/21/22 08:01:00,04/07/22 03:50:00,FALSE
2BC16AB21A94816EEB31884C0C38CDF6,RACP,09/09/22 12:23:00,Farm 325992,Smallholder,16,0,No,04/21/22 08:01:00,01/11/22 22:29:00,FALSE
2BD4BC0FA9E49C4838F230F098D13593,RACP,09/09/22 12:23:00,Farm 489464,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
2BEB1BC0D293D4C3BF726B2A83EC5FC2,RACP,09/09/22 12:23:00,Farm 243292,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
2BF5EBFC4EF7472610A86B43CFA34195,RACP,09/09/22 12:23:00,Farm 607882,Smallholder,4,0,No,04/21/22 08:01:00,02/20/22 21:43:00,FALSE
2BF6E62FD8E32F3EFBE08D6AB7744A3B,RACP,09/09/22 12:23:00,Farm 293072,Large,112,0,,09/06/22 12:47:00,09/03/22 09:00:00,TRUE
2C000BE6317029D546E17C6F353ADE5C,RACP,09/09/22 12:23:00,Farm 912329,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2C005D08D4EFD904FE97B96B2B25371F,RACP,09/09/22 12:23:00,Farm 807688,Smallholder,19,2021,No,04/21/22 08:01:00,04/06/22 04:35:00,FALSE
2C08E4E80BE34B933EFA4BFCA2917D26,RACP,09/09/22 12:23:00,Farm 076082,Large,192,1994,No,04/21/22 08:01:00,09/08/22 07:32:00,TRUE
2C0BE0B8AF1DD54D4DAD6B987FC74377,RACP,09/09/22 12:23:00,Farm 543461,Large,63,0,No,04/21/22 08:01:00,04/29/22 06:17:00,TRUE
2C17138AB8DECB588F16A1C998AF2A79,RACP,09/09/22 12:23:00,Farm 340501,Large,546,2010,Yes,04/21/22 08:02:00,08/11/21 03:58:00,TRUE
2C21C8D93EDA07181CE27EFE69016D36,RACP,09/09/22 12:23:00,Farm 918851,Large,125,0,,06/06/22 13:22:00,08/12/22 09:38:00,TRUE
2C26A28E75B14ED5903AE4D2C0D2857A,RACP,09/09/22 12:23:00,Farm 637989,Smallholder,3,0,No,04/21/22 08:01:00,08/31/22 10:36:00,TRUE
2C2D3CCFA018ED53AA0180E3764974EC,RACP,09/09/22 12:23:00,Farm 561003,Large,97,0,Yes,04/21/22 08:02:00,11/16/21 15:35:00,TRUE
2C3756F5F45CAA4688CA6350EA686C71,RACP,09/09/22 12:23:00,Farm 063511,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
2C59908CE31B34B8F8492CA9AFE3A4BE,RACP,09/09/22 12:23:00,Farm 872719,Large,,0,,06/28/22 16:39:00,06/28/22 17:41:00,TRUE
2C68431661FF4FED21162757852948A7,RACP,09/09/22 12:23:00,Farm 797887,Large,49,0,,09/06/22 12:46:00,09/03/22 09:00:00,TRUE
2C89DF75F339F833305904A32B7EEB21,RACP,09/09/22 12:23:00,Farm 411735,Large,46,0,,09/06/22 12:46:00,09/03/22 09:00:00,TRUE
2CA0FC6AA3B10DECC8AB6805B6DDB38D,RACP,09/09/22 12:23:00,Farm 635791,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
2CA60C9A7CFC992CF4C8AA23AB603FCA,RACP,09/09/22 12:23:00,Farm 867500,Smallholder,50,2021,No,04/21/22 08:01:00,04/16/22 10:52:00,FALSE
2CB0EA75C48C733F93127A15D09DEA20,RACP,09/09/22 12:23:00,Farm 555502,Smallholder,5,0,No,04/21/22 08:02:00,12/10/21 12:40:00,TRUE
2CCCE811F75084E01AA32F539F078E01,RACP,09/09/22 12:23:00,Farm 750869,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2CE50E0A0B5F31B03904FDD70674C1D8,RACP,09/09/22 12:23:00,Farm 852563,Smallholder,50,2021,No,04/21/22 08:01:00,04/11/22 15:09:00,FALSE
2CEE29EAF27E573668115EB147671685,RACP,09/09/22 12:23:00,Farm 086667,Smallholder,7,2014,No,04/21/22 08:02:00,11/18/21 04:11:00,TRUE
2CF78EAC6CE55D3B3E3A085B591FB2FB,RACP,09/09/22 12:23:00,Farm 274897,Large,602,2019,,08/01/22 05:34:00,11/25/21 11:07:00,TRUE
2CF980DFBE7E23A4CA951A3472C78C7F,RACP,09/09/22 12:23:00,Farm 008461,Large,50,2019,Yes,04/21/22 08:02:00,07/01/21 01:45:00,TRUE
2D0923769C5B11C003A62A937A892052,RACP,09/09/22 12:23:00,Farm 093705,Smallholder,9,2018,No,04/21/22 08:02:00,09/24/21 04:41:00,TRUE
2D113BACCE85B979343ED61CD088E035,RACP,09/09/22 12:23:00,Farm 835583,Large,568,0,Yes,04/21/22 08:02:00,09/03/22 05:16:00,TRUE
2D3E28BAE52F88EEB9C9774748E4C894,RACP,09/09/22 12:23:00,Farm 754804,Smallholder,50,2021,No,04/21/22 08:01:00,04/11/22 13:40:00,FALSE
2D48500B045E2F42BD51AC11D63A14B0,RACP,09/09/22 12:23:00,Farm 994093,Smallholder,50,2021,No,04/21/22 08:01:00,04/19/22 07:30:00,FALSE
2D5029025DD287AA080C07AB725D966B,RACP,09/09/22 12:23:00,Farm 758976,Large,95,0,,09/06/22 12:47:00,09/03/22 09:00:00,TRUE
2D5AE653C71577A2C4AA43E86FC3A524,RACP,09/09/22 12:23:00,Farm 153743,Large,2263,2012,,06/06/22 15:43:00,07/28/22 07:39:00,TRUE
2D66BF2B89F28495AFE0D8A92B1985D1,RACP,09/09/22 12:23:00,Farm 653602,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2D692E51F5F9A8EDD8E5F4A08158F455,RACP,09/09/22 12:23:00,Farm 783440,Smallholder,100,2021,No,04/21/22 08:01:00,04/14/22 05:07:00,FALSE
2D71EB68BC18A46FC4F2A789BBFB8222,RACP,09/09/22 12:23:00,Farm 531361,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
2D906A4D9EB4A93607EFA93443C88B43,RACP,09/09/22 12:23:00,Farm 920953,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
2DB6FC84040EA43C77D03117FF41FA74,RACP,09/09/22 12:23:00,Farm 777860,Smallholder,1,0,,05/31/22 11:25:00,08/10/22 07:48:00,TRUE
2DBD4731BA0551C0B0A0F760E18F269A,RACP,09/09/22 12:23:00,Farm 764317,Smallholder,10,0,No,04/21/22 08:01:00,01/11/22 21:46:00,FALSE
2DC78CC0F9593CE27A5B95EB7BBC79E0,RACP,09/09/22 12:23:00,Farm 719788,Smallholder,3,2021,No,04/21/22 08:01:00,04/14/22 19:55:00,FALSE
2DCDDE7E483359433BAE44432563EC4F,RACP,09/09/22 12:23:00,Farm 799951,Smallholder,10,2018,,07/26/22 00:46:00,08/12/22 02:22:00,TRUE
2DCEBCAC8B734B6AB9052408BB0BD464,RACP,09/09/22 12:23:00,Farm 041990,Smallholder,1,0,,08/23/22 06:55:00,09/02/22 09:27:00,TRUE
2DD27968D214DD031ABCE3598F24A001,RACP,09/09/22 12:23:00,Farm 493214,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2DD8496701A773BFFB156A2AB92871B4,RACP,09/09/22 12:23:00,Farm 026106,Large,7,0,,09/02/22 15:44:00,09/02/22 16:19:00,TRUE
2DEE6E0EFEA899E2CD8BD5BADF3F49FC,RACP,09/09/22 12:23:00,Farm 848261,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
2DF09D68B6EAF29B9E8EB561DB3CD306,RACP,09/09/22 12:23:00,Farm 494663,Smallholder,50,2021,No,04/21/22 08:01:00,04/18/22 13:09:00,FALSE
2DF49BA27B5CB3DEFD090FF9D974B5F7,RACP,09/09/22 12:23:00,Farm 920953,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
2DF5FB012F017E4A2FE616F99519CD1B,RACP,09/09/22 12:23:00,Farm 797887,Large,49,0,,09/02/22 12:56:00,09/03/22 09:00:00,TRUE
2DF63F400CFA47242DDD3850B0EF94ED,RACP,09/09/22 12:23:00,Farm 810588,Large,457,0,,06/14/22 18:21:00,06/28/22 12:41:00,TRUE
2E14D926C3718951998A042782F09B18,RACP,09/09/22 12:23:00,Farm 416782,Large,,0,,08/12/22 12:17:00,08/14/22 17:17:00,TRUE
2E1ADAB2E0852B1C6CC98C1978E6B35C,RACP,09/09/22 12:23:00,Farm 008095,Large,865,0,Yes,04/21/22 08:02:00,10/08/21 07:14:00,TRUE
2E279029299F038D089AA83711776760,RACP,09/09/22 12:23:00,Farm 715658,Smallholder,4,0,Yes,04/21/22 08:01:00,08/10/22 07:48:00,TRUE
2E531CF2D8A320CD1FB6F6771E670542,RACP,09/09/22 12:23:00,Farm 300221,Large,63,0,,09/06/22 12:47:00,09/03/22 09:00:00,TRUE
2E53EC5AC77CFEB696EB76C4F55CB021,RACP,09/09/22 12:23:00,Farm 524401,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
2E58E06A697B12B698C6FBE57503852D,RACP,09/09/22 12:23:00,Farm 686920,Smallholder,2,0,No,04/21/22 08:01:00,01/10/22 20:28:00,FALSE
2E5D69FF569BCE138262A9717FBF468A,RACP,09/09/22 12:23:00,Farm 979256,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2E778A5822D1F5C349562CC48F3897B7,RACP,09/09/22 12:23:00,Farm 493812,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
2E7E94794C7590323A611E79A0631E7A,RACP,09/09/22 12:23:00,Farm 564012,Large,717,0,Yes,04/21/22 08:02:00,09/03/22 05:16:00,TRUE
2E7FAF4CBDC89919B36A57DD97CC5844,RACP,09/09/22 12:23:00,Farm 687220,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
2E7FBA40AE41B2F9F6FC464B2F144AA9,RACP,09/09/22 12:23:00,Farm 672682,Smallholder,25,2021,Yes,04/21/22 08:01:00,04/11/22 05:13:00,FALSE
2E8F6C5F09C16356088EDAFB406E958E,RACP,09/09/22 12:23:00,Farm 419774,Smallholder,17,0,No,04/21/22 08:01:00,01/10/22 22:22:00,FALSE
2E940805E9AD2A0718696DB067FBA24E,RACP,09/09/22 12:23:00,Farm 112128,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
2EA4939FC3966817F40F2724730AA1A1,RACP,09/09/22 12:23:00,Farm 873939,Smallholder,100,2021,No,04/21/22 08:01:00,04/19/22 04:44:00,FALSE
2EA5D21AE78E410C207BFBEFB578AB91,RACP,09/09/22 12:23:00,Farm 541464,Large,30,0,No,04/21/22 08:01:00,05/23/22 23:08:00,TRUE
2EB294E115465988E2270997CC2CAE84,RACP,09/09/22 12:23:00,Farm 400219,Large,314,2018,,08/19/22 04:53:00,09/08/22 05:03:00,TRUE
2EB3387FC36175043A266D5C8B43C172,RACP,09/09/22 12:23:00,Farm 942544,Large,5,0,No,04/21/22 08:01:00,02/26/22 07:26:00,TRUE
2EBB57E094743CDD98E2AF5FDBCBCF0F,RACP,09/09/22 12:23:00,Farm 947372,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2ECF94950E7E1489B8A3A7D80216C259,RACP,09/09/22 12:23:00,Farm 745463,Smallholder,63,2021,No,04/21/22 08:01:00,04/14/22 02:51:00,FALSE
2ED7477BB8FA7D9736CBB166F47B4E7B,RACP,09/09/22 12:23:00,Farm 471129,Large,73,0,No,04/21/22 08:01:00,04/29/22 06:17:00,TRUE
2ED8916CC6984DCF870B97F2B7A6C6CD,RACP,09/09/22 12:23:00,Farm 222248,Smallholder,2,0,,06/01/22 11:38:00,06/16/22 11:16:00,TRUE
2EE7D34BC46B8AACF04F83C9BA9A745C,RACP,09/09/22 12:23:00,Farm 721257,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2EF02F2941E94B5C69C9837991E2EF41,RACP,09/09/22 12:23:00,Farm 632967,Smallholder,9,0,Yes,04/21/22 08:01:00,01/11/22 21:36:00,FALSE
2F013C645FDDBAD0EA9AC1FF4D6C292B,RACP,09/09/22 12:23:00,Farm 693076,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
2F1CE82F21ADD464295A5A57729A48DA,RACP,09/09/22 12:23:00,Farm 430539,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
