dim_license_id,dim_source,dim_load_date,license_id,certificationoption,gmr_download_status,date_requirements_viewed,date_selfassessment_uploaded,date_gmr_uploaded,contract_sign_status,date_contract_signed,license_type,license_status,license_standard,start_date_license,end_date_license,original_end_date,legalagreementchecked,scheme_owner,license_year
7FF27F0F98E590D5D21151868F56EA9F,RACP,09/08/22 07:47:00,RALI21-57622319,,Pending For CH Action,11/20/2021,11/20/2021,3/16/2022,,,CB License,Granted,Farming,11/30/2021,11/30/2022,,TRUE,RA,
806E26D84BC67B87219901176BCBEE87,RACP,09/08/22 07:47:00,RALI22-57839856,,,2/17/2022,4/26/2022,,,,CB License,Granted,Supply Chain,5/2/2022,5/2/2023,,TRUE,RA,Transition year 1
813764B5E714B54919BD2D9A50C70A51,RACP,09/08/22 07:47:00,RALI22-58193884,Group Of Mixed Farms,,6/21/2022,7/12/2022,,BothConfirmed,2/20/2019,,,,,,,,RA,
82D0FD0D0AC828547552CBCEF7A8113D,RACP,09/08/22 07:47:00,RALI22-58914451,Single Site,,4/8/2022,8/12/2022,,,,,,,,,,,RA,
8303705D386FA7F8DB0E2834414CD3F6,RACP,09/08/22 07:47:00,RALI22-59003204,,,,,,,,,,,,,,,RA,
837FC8D8BD7C4A99660FA5BA93A10EF1,RACP,09/08/22 07:47:00,RALI22-59221956,Single Site,,7/29/2022,,,,,,,,,,,,RA,
8417A95F251998344182581EBE6E212C,RACP,09/08/22 07:47:00,RALI22-59489141,Group Of Mixed Farms,,6/22/2022,6/23/2022,,,,,,,,,,,RA,
849B4C36910932880AD0BEA913DB5621,RACP,09/08/22 07:47:00,RALI22-59720717,Multi Farm,,8/12/2022,,,,,,,,,,,,RA,
85B6336B401D92541ADD397B44D92B7F,RACP,09/08/22 07:47:00,RALI22-60218406,Single Site,,7/20/2022,,,,,,,,,,,,RA,
874A3ECC2210D8DDBD7CDB55371F29A7,RACP,09/08/22 07:47:00,RALI22-60929208,Group Of Mixed Farms,Validated,8/10/2022,,8/5/2022,,,,,,,,,,RA,
87920F5B83D111344B0C344017FDF179,RACP,09/08/22 07:47:00,RALI21-61055546,Single Site,,5/18/2022,6/1/2022,,BothConfirmed,4/1/2022,,,,,,,,RA,
87EA5967AAFE7EE4E8FEA621D5741CE5,RACP,09/08/22 07:47:00,RALI22-61210866,,,,,,,,,,,,,,,RA,
88ABF95D1683A5DAE20057DD6953A063,RACP,09/08/22 07:47:00,RALI21-61551494,Multi Farm,,4/7/2022,4/11/2022,,BothConfirmed,4/26/2022,CB License,Granted,Farming,5/4/2022,5/4/2023,,TRUE,RA,Transition year 1
89909682EDA49EE6F747971479DDE4E0,RACP,09/08/22 07:47:00,RALI22-61953676,Single Site,,3/31/2022,,,CHWaitingForCB,1/1/1900,,,,,,,,RA,
89BB075A09E06CCB21AB262BB8FDDE55,RACP,09/08/22 07:47:00,RALI21-62028339,Single Site,,11/15/2021,,,,,,,,,,,,RA,
89D28A4BB0DD22EDE843A164EBB2DAC4,RACP,09/08/22 07:47:00,RALI21-62069701,,,,,,,,,,,,,,,RA,
8BB7789FE1FAFC2B2EE62AC78484CA60,RACP,09/08/22 07:47:00,RALI22-62922800,,,,,,,,,,,,,,,RA,
8D99688A90CC531EB898B6D0B6BAEBF5,RACP,09/08/22 07:47:00,RALI22-63770633,Multi Site,,5/31/2022,,,,,,,,,,,,RA,
8E12660BFDB87C8A089B604D827F130D,RACP,09/08/22 07:47:00,RALI22-63983481,Group Of Small Farms,Ready For Validation,8/9/2022,8/12/2022,9/7/2022,CHWaitingForCB,1/1/1900,,,,,,,,RA,
903548CBCC478325C90AB051CB01CA23,RACP,09/08/22 07:47:00,RALI22-64945573,Group Of Small Farms,,5/20/2022,,,,,,,,,,,,RA,
90673EF92EDE32A6BF3C3A2800B7BBDE,RACP,09/08/22 07:47:00,RALI22-65033466,Single Site,,2/17/2022,3/7/2022,,,,Endorsement License,Granted,Supply Chain,12/16/2021,3/16/2023,,TRUE,RA,
914058D7EE63F4BD4EB1283ED6EA9B2F,RACP,09/08/22 07:47:00,RALI22-65415395,,,,,,,,,,,,,,,RA,
933CB620E52F5457768071B3E0EA2A01,RACP,09/08/22 07:47:00,RALI21-66309719,Multi Site,,12/8/2021,12/6/2021,,BothConfirmed,7/1/2021,CB License,Granted,Supply Chain,1/27/2022,1/27/2023,,TRUE,RA,Transition year 1
9462543449AE3A528F78AB3A093848B5,RACP,09/08/22 07:47:00,RALI22-66826256,,,,,,,,,,,,,,,RA,
9551A3077E8D01259F51CD3D1163FD23,RACP,09/08/22 07:47:00,RALI21-67247251,Group Of Small Farms,Downloaded by GIS member,11/4/2021,2/4/2022,2/4/2022,CBWaitingForCH,8/26/2021,CB License,Expired,Farming & Supply Chain,8/1/2021,8/1/2022,,TRUE,RA,
96152C0F7463015BA85CBFC7E1913E26,RACP,09/08/22 07:47:00,RALI22-67591240,Single Site,,7/7/2022,,,,,,,,,,,,RA,
962B787655A227F55F09809732E58E54,RACP,09/08/22 07:47:00,RALI21-67630468,Single Farm,Downloaded by GIS member,1/27/2022,3/11/2022,10/12/2021,CHWaitingForCB,1/1/1900,CB License,Not Granted,Farming,12/29/2021,12/29/2022,,FALSE,RA,
9ACC3AF246372CD8C5D01FF321A111EB,RACP,09/08/22 07:47:00,RALI21-69714719,Single Site,,11/23/2021,9/24/2021,,BothConfirmed,2/25/2022,,,,,,,,RA,
9B331EFC1A075C2A000DCB68CD9813DD,RACP,09/08/22 07:47:00,RALI21-69895727,Multi Farm,Validated,7/8/2022,2/3/2022,1/26/2022,BothConfirmed,7/27/2019,CB License,Granted,Farming,4/25/2022,4/25/2023,,TRUE,RA,Transition year 2
9E7E5E50F3D3D988778011EA43595039,RACP,09/08/22 07:47:00,RALI22-71379183,,,,,,,,,,,,,,,RA,
9E9F9D24BBC4F3837F06F30BFD7DDEE1,RACP,09/08/22 07:47:00,RALI22-71437669,Single Farm,Pending For CH Action,7/8/2022,7/8/2022,8/31/2022,CHWaitingForCB,1/1/1900,,,,,,,,RA,
9F44FA837C6F3215308746CD8962C2D2,RACP,09/08/22 07:47:00,RALI22-71728582,Group Of Small Farms,Downloaded by GIS member,8/19/2022,,8/13/2022,,,,,,,,,,RA,
9F80704876A3808D70F7D4EAC9A62450,RACP,09/08/22 07:47:00,RALI21-71833185,Multi Farm,Pending For CH Action,9/5/2022,,7/25/2022,BothConfirmed,7/25/2029,,,,,,,,RA,
A00A002DD5B0731AE678FA13EC5A7056,RACP,09/08/22 07:47:00,RALI22-72075187,Group Of Mixed Farms,Validated,7/13/2022,7/22/2022,8/7/2022,CHWaitingForCB,1/1/1900,,,,,,,,RA,
A133AC5E472CEE68CF34D77603289C8B,RACP,09/08/22 07:47:00,RALI21-72598858,Multi Site,,3/1/2022,,,,,,,,,,,,RA,
A19D32FE4D41C4B8DBF4ED1E3074B016,RACP,09/08/22 07:47:00,RALI22-72784501,Multi Site,,7/1/2022,,,,,,,,,,,,RA,
A1AA9C3494D1C53CD9A7FD14E1405A06,RACP,09/08/22 07:47:00,RALI22-72808094,Multi Farm,,8/24/2022,,,,,,,,,,,,RA,
A3D00C4410F43701BB077FE646FDD94C,RACP,09/08/22 07:47:00,RALI21-73774675,Single Site,,7/1/2022,8/10/2022,,BothConfirmed,11/26/2021,,,,,,,,RA,
A3F9576391545E9A5D54988CC73450D5,RACP,09/08/22 07:47:00,RALI22-73847319,Multi Site,,7/20/2022,,,,,,,,,,,,RA,
A473E61314E4F71AE07754AB5CAA74F1,RACP,09/08/22 07:47:00,RALI21-74062925,Group Of Mixed Farms,Downloaded by GIS member,3/10/2022,3/10/2022,3/3/2022,BothConfirmed,2/8/2022,CB License,Granted,Farming & Supply Chain,12/1/2021,12/1/2022,,TRUE,RA,
A52B81CDAAFD3C064EAE30AF1F3694C3,RACP,09/08/22 07:47:00,RALI21-74385932,Group Of Mixed Farms,Pending For CH Action,3/29/2022,3/29/2022,4/18/2022,CHWaitingForCB,1/1/1900,Dummy,Granted,Farming,8/31/2022,11/30/2022,,TRUE,RA,Transition year 1
A593345A81E01BB0F813359AC2D984EC,RACP,09/08/22 07:47:00,RALI22-74568358,,,,,,,,,,,,,,,RA,
A650FB8AF4ABB426E3AAB9D573131165,RACP,09/08/22 07:47:00,RALI22-74902219,Single Site,,7/19/2022,9/8/2022,,,,,,,,,,,RA,
A6FAA0D2CA52013565139259C22691E7,RACP,09/08/22 07:47:00,RALI22-75200663,Group Of Mixed Farms,,6/29/2022,6/29/2022,,,,,,,,,,,RA,
A8C70D33541A00F59D4DEF01950C83DB,RACP,09/08/22 07:47:00,RALI21-76010648,Group Of Small Farms,Validated,4/11/2022,4/11/2022,8/8/2022,,,CB License,Draft,Farming,2/10/2022,2/10/2023,,TRUE,RA,
A8C9F8FB90D7ABA2A9DC3F470175D7EC,RACP,09/08/22 07:47:00,RALI22-76015787,Multi Site,,6/14/2022,7/20/2022,,,,,,,,,,,RA,
A94335B9746B543C990D7D876B1EF587,RACP,09/08/22 07:47:00,RALI22-76229070,,,,,,,,,,,,,,,RA,
AAE404C66DEEAC6AB717579037759CCF,RACP,09/08/22 07:47:00,RALI22-76962328,Group Of Small Farms,,7/2/2022,,,,,,,,,,,,RA,
ABCDB875243D11AF9CEE0211A378ECFE,RACP,09/08/22 07:47:00,RALI22-77373461,Multi Site,,6/8/2022,6/8/2022,,CHWaitingForCB,1/1/1900,CB License,Granted,Supply Chain,2/1/2022,2/1/2023,,TRUE,RA,Transition year 1
ABE4EBB6D178654CEB0B03FF9F659A2A,RACP,09/08/22 07:47:00,RALI21-77414275,Group Of Small Farms,,8/8/2022,,,BothConfirmed,6/20/2022,,,,,,,,RA,
AC30FB68A9671E3486DF1C04996F8E60,RACP,09/08/22 07:47:00,RALI22-77548083,Single Site,,8/31/2022,,,,,,,,,,,,RA,
AE783A26F77CDE77A203A8036F4D106C,RACP,09/08/22 07:47:00,RALI21-78574139,Multi Farm,,5/31/2022,5/31/2022,,BothConfirmed,1/4/2022,CB License,Expired,Farming,1/12/2021,1/12/2022,,TRUE,RA,Transition year 1
AF8431276F69988548BF684BE909427B,RACP,09/08/22 07:47:00,RALI21-79045548,Multi Farm,Validated,3/25/2022,3/25/2022,2/19/2022,CHWaitingForCB,1/1/1900,CB License,Granted,Farming,11/3/2021,11/3/2022,,TRUE,RA,
AFC50690C67EFA3B4142C3D2638AF58A,RACP,09/08/22 07:47:00,RALI21-79159604,Single Site,,3/18/2022,,,,,,,,,,,,RA,
AFDCD71C4367401E61D608BE3D323797,RACP,09/08/22 07:47:00,RALI21-79201499,Single Site,,1/18/2022,,,,,,,,,,,,RA,
B0325F1C1419FCCC93D84EAAD90DBE1F,RACP,09/08/22 07:47:00,RALI22-79351967,Multi Farm,,1/24/2022,,,,,,,,,,,,RA,
B1C9AA39E27AE872456984E9D4317793,RACP,09/08/22 07:47:00,RALI22-80068486,,,,,,,,,,,,,,,RA,
B26F2225CA20BB1A77F6631FFDA44682,RACP,09/08/22 07:47:00,RALI22-80359581,Group Of Small Farms,Validated,8/10/2022,8/10/2022,8/10/2022,CHWaitingForCB,1/1/1900,,,,,,,,RA,
B2DA1AFCE65EFE1E8BCF4640FDD2BE52,RACP,09/08/22 07:47:00,RALI21-80547768,Multi Farm,,8/3/2022,8/4/2022,,BothConfirmed,11/15/2021,CB License,Granted,Farming,1/25/2022,1/25/2023,,TRUE,RA,Transition year 1
B39A5452CE56F43A3B199E2E03B4AE01,RACP,09/08/22 07:47:00,RALI21-80885932,Single Site,,12/2/2021,,,,,,,,,,,,RA,
B46CE5292EED8D0ADD27FDC373DFE864,RACP,09/08/22 07:47:00,RALI21-81256363,Multi Farm,,3/10/2022,3/30/2022,,,,CB License,Granted,Farming,11/7/2021,11/7/2022,,TRUE,RA,Transition year 1
B5BBA34375D53F2D4ECC28AF7DD8F1B7,RACP,09/08/22 07:47:00,RALI21-81845249,Multi Farm,,6/19/2022,3/21/2022,,BothConfirmed,7/12/2021,CB License,Expired,Farming,3/23/2022,8/18/2023,,TRUE,RA,Transition year 1
B5CFDC648D6FE7D99E9E906BDCEA6650,RACP,09/08/22 07:47:00,RALI21-81880826,Multi Farm,,5/3/2022,3/15/2022,,BothConfirmed,3/14/2022,,,,,,,,RA,
B64F5737FF6B1D99D984CD016F35ABB9,RACP,09/08/22 07:47:00,RALI21-82105090,Single Site,,4/21/2022,4/29/2022,,BothConfirmed,5/10/2022,,,,,,,,RA,
B68F5BCE011D73068031C7113ADDF57F,RACP,09/08/22 07:47:00,RALI21-82217712,Multi Site,,9/5/2022,4/25/2022,,CHWaitingForCB,1/1/1900,Dummy,Granted,Supply Chain,7/1/2021,12/31/2022,,TRUE,RA,Full certification 1
B700E33FE2CA56DB472AF04A311F99B5,RACP,09/08/22 07:47:00,RALI22-82417434,Multi Farm,,4/29/2022,6/3/2022,,BothConfirmed,4/18/2022,,,,,,,,RA,
B81C4C7B2B7ACBFE62D0EBD79A5ECB4F,RACP,09/08/22 07:47:00,RALI21-82916016,Multi Farm,,3/9/2022,3/30/2022,,BothConfirmed,3/4/2022,CB License,Granted,Farming & Supply Chain,3/1/2022,3/1/2023,,TRUE,RA,
BA7C8DC695949455172D1D94B82946D5,RACP,09/08/22 07:47:00,RALI21-83986070,Single Site,,1/26/2022,3/16/2022,,BothConfirmed,3/10/2022,CB License,Granted,Supply Chain,4/3/2022,4/3/2023,,TRUE,RA,Transition year 1
BCEB96E6604268352843E6AF0867E41E,RACP,09/08/22 07:47:00,RALI22-85082126,Single Site,,7/14/2022,,,,,,,,,,,,RA,
BDA221281CF90D2FF544AC09A462B2E3,RACP,09/08/22 07:47:00,RALI21-85403254,Group Of Small Farms,Validated,3/18/2022,3/23/2022,1/4/2022,BothConfirmed,12/7/2021,CB License,Granted,Farming,10/1/2021,10/1/2022,,TRUE,RA,
BEBD1C200116D5B6EE3AD5498053F8CE,RACP,09/08/22 07:47:00,RALI22-85901078,Single Site,,7/29/2022,,,,,,,,,,,,RA,
C0E6BF39BB2B40F9159659F3E5E67722,RACP,09/08/22 07:47:00,RALI21-86875047,Single Site,,3/10/2022,3/24/2022,,BothConfirmed,3/10/2022,CB License,Granted,Supply Chain,3/25/2022,3/25/2023,,TRUE,RA,Transition year 1
C18514D7912418D829A3D01057501C27,RACP,09/08/22 07:47:00,RALI21-87153592,Group Of Small Farms,,12/24/2021,,,,,CB License,Granted,Farming & Supply Chain,10/20/2021,11/1/2022,,TRUE,RA,Transition year 1
C1B3143DC9F5AD6A18C286280A0B6AD9,RACP,09/08/22 07:47:00,RALI22-87234512,Group Of Mixed Farms,,6/28/2022,,,CHWaitingForCB,1/1/1900,,,,,,,,RA,
C37D641BA627C5D41A923077034E7CDE,RACP,09/08/22 07:47:00,RALI22-88040782,Single Site,,8/2/2022,,,,,,,,,,,,RA,
C74AC5CA072F559FD1479EB178BAD3A0,RACP,09/08/22 07:47:00,RALI22-89753173,,,,,,,,,,,,,,,RA,
C767B079CE27F5E60431D5C89D083F4A,RACP,09/08/22 07:47:00,RALI21-89804044,Multi Farm,,11/16/2021,11/18/2021,,,,CB License,Granted,Farming & Supply Chain,9/15/2021,9/14/2022,,TRUE,RA,Transition year 1
C841B1AAC87A264E3E540096EFBEBCDE,RACP,09/08/22 07:47:00,RALI22-90187562,Single Farm,,7/30/2022,,,,,,,,,,,,RA,
C8B324DCE3A1772B3E3CAE2EBEE9C681,RACP,09/08/22 07:47:00,RALI21-90387145,Multi Farm,,7/21/2022,7/21/2022,,CHWaitingForCB,1/1/1900,CB License,Granted,Farming,1/25/2022,1/25/2023,,TRUE,RA,Transition year 1
CA7F2C82C9C915C9925655995456BCBC,RACP,09/08/22 07:47:00,RALI22-91196439,,,,,,,,,,,,,,,RA,
CC48BDAFA8D75494066F256E3058DFB8,RACP,09/08/22 07:47:00,RALI21-92001399,Group Of Small Farms,Pending For CH Action,8/10/2022,8/3/2022,6/13/2022,BothConfirmed,3/4/2022,,,,,,,,RA,
CC64D8B1D112B4A96E5EC6035DE2BD26,RACP,09/08/22 07:47:00,RALI21-92050843,Single Site,,10/13/2021,,,,,,,,,,,,RA,
CD84ABB2D48B44469CA428F4B6CCBF43,RACP,09/08/22 07:47:00,RALI22-92557189,Multi Site,,6/7/2022,6/9/2022,,,,,,,,,,,RA,
CDA1C1FCF1BAF3D319D660D00A7AD1DE,RACP,09/08/22 07:47:00,RALI21-92608359,Multi Farm,,4/5/2022,4/5/2022,,BothConfirmed,3/14/2022,CB License,Granted,Farming,11/15/2021,11/14/2022,,TRUE,RA,Transition year 1
CE21B8832291F50686A90FB6680AA404,RACP,09/08/22 07:47:00,RALI21-92833474,Single Site,,5/18/2022,2/27/2022,,,,CB License,Granted,Supply Chain,3/21/2022,3/21/2023,,TRUE,RA,Full certification 1
CED5F0641C6FA325606EEC51B1931120,RACP,09/08/22 07:47:00,RALI22-93150517,Group Of Mixed Farms,Validated,7/15/2022,7/25/2022,7/14/2022,,,,,,,,,,RA,
D2827348DE530BD8C071085F857DF3BC,RACP,09/08/22 07:47:00,RALI21-94805082,Group Of Small Farms,,7/22/2021,,,,,,,,,,,,RA,
D535F04DF47176890469AE006CFB4CB6,RACP,09/08/22 07:47:00,RALI21-96021562,Group Of Mixed Farms,,9/1/2021,,,BothConfirmed,8/13/2021,CB License,Granted,Farming,10/11/2021,10/11/2022,,TRUE,RA,
D6E45DA4BA262D5F569180E594641471,RACP,09/08/22 07:47:00,RALI22-96778777,,,,,,,,,,,,,,,RA,
D7061A6427FB71DECAD8EA23F7A1B5FB,RACP,09/08/22 07:47:00,RALI21-96838128,Multi Site,,4/5/2022,6/17/2022,,BothConfirmed,7/1/2021,,,,,,,,RA,
D7488BF1B554B290F8B3B19E43FC1B2A,RACP,09/08/22 07:47:00,RALI22-96955017,Single Site,,3/25/2022,4/3/2022,,BothConfirmed,4/14/2022,CB License,Granted,Supply Chain,5/1/2022,5/1/2023,,TRUE,RA,Transition year 1
D768BE47EC0A04847C0C90B4F41126A2,RACP,09/08/22 07:47:00,RALI22-97011658,Group Of Small Farms,,8/19/2022,,,,,,,,,,,,RA,
D929F872F9C1BA6F43E6DDE4261BF4C5,RACP,09/08/22 07:47:00,RALI21-97801947,Group Of Mixed Farms,Downloaded by GIS member,8/3/2021,,8/3/2021,BothConfirmed,7/16/2021,CB License,Expired,Farming,8/3/2021,8/3/2022,,TRUE,RA,
DA9D0D7F745D83AC610BEF8331BE1692,RACP,09/08/22 07:47:00,RALI22-98454761,,,,,,,,,Draft,,1/1/1900,1/1/1900,,FALSE,RA,
DAC1ED66AE3D1E1C876BFC6FE2899128,RACP,09/08/22 07:47:00,RALI22-98519632,Group Of Mixed Farms,Validated,6/28/2022,8/3/2022,6/27/2022,BothConfirmed,5/5/2022,Dummy,Granted,Farming,8/3/2022,11/3/2022,,TRUE,RA,Transition year 2
DB2C57F9ECCF75B247647C53AEE63499,RACP,09/08/22 07:47:00,RALI21-98706842,Single Farm,,11/25/2021,1/7/2022,,,,CB License,Granted,Farming,12/1/2021,12/1/2022,,TRUE,RA,Transition year 1
DB91A0202C5E0CE96CFC565E6B3CEE5C,RACP,09/08/22 07:47:00,RALI22-98885018,,,,,,,,,,,,,,,RA,
DBFBB19373541984DE8AF34F668C3C18,RACP,09/08/22 07:47:00,RALI22-99071616,,,,,,,,,,,,,,,RA,
DE48473FE5B7D00C0AAF5C910021226A,RACP,09/08/22 07:47:00,RALI22-10010706,Group Of Small Farms,Validated,8/19/2022,,8/10/2022,,,,,,,,,,RA,
DF25BB2ED377FE44B4E9179AD4B1FC01,RACP,09/08/22 07:47:00,RALI22-10049664,Single Farm,,8/20/2022,8/22/2022,,BothConfirmed,9/7/2022,,,,,,,,RA,
DF3D33AD007239B019120F345D685DDB,RACP,09/08/22 07:47:00,RALI22-10053793,Multi Site,,7/12/2022,,,,,,,,,,,,RA,
DFE79F971788FD8C188D20B47C0D4059,RACP,09/08/22 07:47:00,RALI21-10083774,Multi Farm,,1/6/2022,1/11/2022,,BothConfirmed,7/1/2021,CB License,Granted,Farming,10/1/2021,10/1/2022,,TRUE,RA,Transition year 1
E01828C176FAD5D120075541CF659816,RACP,09/08/22 07:47:00,RALI21-10092313,Group Of Small Farms,Validated,4/29/2022,4/29/2022,4/13/2022,BothConfirmed,1/3/2022,CB License,Granted,Farming,11/30/2021,11/30/2022,,TRUE,RA,Transition year 1
E1282720972F1BC17306EF1951AF8198,RACP,09/08/22 07:47:00,RALI21-10140162,Multi Farm,,6/21/2022,6/21/2022,,CHWaitingForCB,1/1/1900,CB License,Granted,Farming,1/1/2022,1/1/2023,,TRUE,RA,Transition year 1
E25A30B922DD82BE4091F3933CA75E97,RACP,09/08/22 07:47:00,RALI22-10194001,,,,,,,,,,,,,,,RA,
E2F304FF4D811D222D7C4284AD97AD91,RACP,09/08/22 07:47:00,RALI21-10220887,Group Of Small Farms,Downloaded by GIS member,2/8/2022,2/8/2022,1/5/2022,BothConfirmed,11/17/2021,CB License,Granted,Farming,9/24/2021,9/23/2022,,TRUE,RA,
E3A36575DA9D4FE39D9CA915AECB9613,RACP,09/08/22 07:47:00,RALI21-10251916,Multi Farm,,3/10/2022,,,BothConfirmed,5/21/2029,,,,,,,,RA,
E46F3DECDB026C46EE39282112628357,RACP,09/08/22 07:47:00,RALI22-10287777,Group Of Mixed Farms,,8/31/2022,,,,,,,,,,,,RA,
E49561A7F420FFB9A3CF0A00732C660D,RACP,09/08/22 07:47:00,RALI22-10294486,Single Site,,3/17/2022,,,CBWaitingForCH,4/7/2022,,,,,,,,RA,
E4BF395107753AD89329573235E7DC5B,RACP,09/08/22 07:47:00,RALI21-10301847,Multi Farm,,12/9/2021,,,BothConfirmed,11/9/2021,CB License,Granted,Farming & Supply Chain,11/19/2021,11/19/2022,,TRUE,RA,Transition year 1
E576044AEBA2BCC6920B246CF46715DF,RACP,09/08/22 07:47:00,RALI22-10334004,Multi Site,,6/23/2022,,,,,,,,,,,,RA,
E608AD7B1EC179E6BE2F209337D2D419,RACP,09/08/22 07:47:00,RALI21-10359805,Multi Farm,Validated,9/3/2022,9/3/2022,12/9/2021,BothConfirmed,11/30/2021,,,,,,,,RA,
E7209EB7375A93EFB2A3D554D9BD3734,RACP,09/08/22 07:47:00,RALI22-10409053,Multi Site,,5/17/2022,8/18/2022,,,,,,,,,,,RA,
E828F4B036A7243790FEB2E0999133B6,RACP,09/08/22 07:47:00,RALI22-10455556,Single Site,,3/24/2022,,,,,,,,,,,,RA,
E853EC10772204F723AF4B8D003F2178,RACP,09/08/22 07:47:00,RALI21-10463114,Group Of Small Farms,,3/21/2022,11/10/2021,,,,CB License,Not Granted,Farming,9/15/2021,9/15/2022,,FALSE,RA,
E96FCE26C12C220272D7E4C466CE8DD2,RACP,09/08/22 07:47:00,RALI21-10513056,Group Of Small Farms,Downloaded by GIS member,2/15/2022,2/15/2022,2/16/2022,,,CB License,Granted,Farming,1/3/2022,1/3/2023,,TRUE,RA,Transition year 1
E9C1AF519BBF292FC9C6962AA0918A5F,RACP,09/08/22 07:47:00,RALI21-10527460,Multi Farm,,4/26/2022,11/29/2021,,BothConfirmed,1/26/2021,CB License,Granted,Farming & Supply Chain,3/1/2022,3/1/2023,,TRUE,RA,Transition year 1
EC5AE2914E7FBEAD8505762F4641A0D4,RACP,09/08/22 07:47:00,RALI21-10644483,Group Of Mixed Farms,Validated,8/10/2022,3/2/2022,5/3/2022,BothConfirmed,7/1/2021,CB License,Granted,Farming,4/12/2022,4/12/2023,,TRUE,RA,Transition year 1
EC7F470BCB30F37A43FB28029C7CF614,RACP,09/08/22 07:47:00,RALI22-10650886,Group Of Mixed Farms,,6/9/2022,8/5/2022,,CHWaitingForCB,1/1/1900,CB License,Granted,Farming,8/4/2022,8/3/2023,,TRUE,RA,Transition year 2
ECD4CD5B3656B808B5CDE0E3630F1300,RACP,09/08/22 07:47:00,RALI21-10665931,Multi Site,,6/2/2022,,,,,Dummy,Granted,Supply Chain,7/1/2021,9/19/2022,,TRUE,RA,Full certification 1
EDCFF827A4C5F254B284E3ED7D600253,RACP,09/08/22 07:47:00,RALI21-10710117,Multi Farm,Validated,2/1/2022,4/8/2022,1/25/2022,BothConfirmed,12/7/2021,CB License,Granted,Farming,1/1/2022,1/1/2023,,TRUE,RA,
EE509EA471411C1F9B1E5AE3DEA91492,RACP,09/08/22 07:47:00,RALI21-10732749,Multi Site,,3/30/2022,,,BothConfirmed,7/8/2022,,,,,,,,RA,
EE7D37BB7368DF085AB98030559CD0C0,RACP,09/08/22 07:47:00,RALI22-10740595,,,,,,,,,,,,,,,RA,
F2F3D711BBFDAA09BB96563B2C93973C,RACP,09/08/22 07:47:00,RALI22-10941607,,,,,,,,,,,,,,,RA,
F31B069172389D712266F96377A14BEE,RACP,09/08/22 07:47:00,RALI22-10948501,Multi Farm,Pending For CH Action,8/15/2022,4/7/2022,4/27/2022,BothConfirmed,1/11/2022,CB License,Granted,Farming,4/15/2022,4/15/2023,,TRUE,RA,Transition year 1
F38103F3A0318EF9987C44ED28BE691F,RACP,09/08/22 07:47:00,RALI22-10966443,,,9/2/2022,,,,,,,,,,,,RA,
F3870390F9106A404F0C3EFCAD58C05F,RACP,09/08/22 07:47:00,RALI21-10967498,Multi Farm,,1/3/2022,1/28/2022,,,,CB License,Granted,Farming,11/15/2021,11/15/2022,,TRUE,RA,
F49FB5EC353F05F4F22E49B08375637C,RACP,09/08/22 07:47:00,RALI22-11016879,Multi Farm,,9/2/2022,,,,,,,,,,,,RA,
F65861174F300D2CA9992541241C0EB7,RACP,09/08/22 07:47:00,RALI21-11094402,,,,,,,,,,,,,,,RA,
F668C72FB0FF6711FDF3F1C530572422,RACP,09/08/22 07:47:00,RALI22-11097287,,,,,,,,,,,,,,,RA,
F86BE8DCA1B8CD2F4D3FC0615AFBB4EE,RACP,09/08/22 07:47:00,RALI22-11187910,,,,,,,,,,,,,,,RA,
F921F39EB8388F9DC9AC75274B889474,RACP,09/08/22 07:47:00,RALI21-11219935,Multi Site,,4/27/2022,12/21/2021,,BothConfirmed,12/8/2021,Hybrid(CB+Endorsement),Granted,Supply Chain,2/28/2022,2/28/2023,,TRUE,RA,Transition year 1
FB8BD8B5A80768174B50A1E38CA4B09A,RACP,09/08/22 07:47:00,RALI22-11328637,,,,,,,,,,,,,,,RA,
FDCF7727A095939D5B2BA918136B63E8,RACP,09/08/22 07:47:00,RALI22-11430604,Multi Farm,,4/7/2022,,,,,,,,,,,,RA,
